goodsID,goodsCode,leFoxID,chineseBrandName,englishBrandName,goodsName,goodsSubName,backstageCategory,price,originalPrice,costPrice,buyPrice,lowestPrice,lowestPriceText,stock,onSale,purchaseTypeId,purchaseModeType,timestamp,source
694cc26ff52aff00011238cd,20110454,4871746,祖·玛珑,JO MALONE LONDON,鼠尾草与海盐车载香薰补充装（无外壳）,木质香调/2.5g,美妆护肤-香水香氛-家居香氛,223,280.0,280.0,170,,,9999,True,0,,,fragrance
694cc2aaf52aff000112412b,20111787,4872910,祖·玛珑,JO MALONE LONDON,薰衣草与月光花枕香喷雾,50ml,美妆护肤-香水香氛-家居香氛,268,315.0,315.0,268,,,9999,True,0,,,fragrance
694cc2ff9cc20b00019bf30d,20113681,4874665,庭润,THANN,香木系列芳香精油,,美妆护肤-香水香氛-家居香氛,119,,119.0,119,,,9999,True,0,,,fragrance
694cc20d56e4f10001019dc2,20108715,4869844,祖·玛珑,JO MALONE LONDON,英国梨与小苍兰香氛满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,410,697.0,697.0,410,,,9999,True,0,,,fragrance
694cc29bf52aff0001123e76,20111498,4872665,祖·玛珑,JO MALONE LONDON,青柠罗勒与柑橘满室幽香香薰-预包装版,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
694cc2ab5b103b0001aea2ce,20111794,4872943,祖·玛珑,JO MALONE LONDON,月色洋甘菊枕香喷雾,50ml,美妆护肤-香水香氛-家居香氛,268,315.0,315.0,268,,,9999,True,0,,,fragrance
694cc20ef52aff0001122888,20108801,4869862,祖·玛珑,JO MALONE LONDON,青柠罗勒与柑橘满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
694cc2ef56e4f1000101c111,20113259,4874370,祖·玛珑,JO MALONE LONDON,丝绒玫瑰与乌木满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,714,840.0,840.0,714,,,9999,True,0,,,fragrance
694cc2a69cc20b00019be29f,20111793,4872818,祖·玛珑,JO MALONE LONDON,薰衣草与月光花满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,410.0,410.0,593,,,9999,True,0,,,fragrance
694cc2165b103b0001abd29f,20108794,4870034,祖·玛珑,JO MALONE LONDON,青柠罗勒与柑橘香氛蜡烛,柑橘香调/200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc24856e4f1000101a76d,20109835,4871042,祖·玛珑,JO MALONE LONDON,蓝风铃满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,410.0,410.0,593,,,9999,True,0,,,fragrance
694cc39b9cc20b00019c0b94,20116850,4877648,祖·玛珑,JO MALONE LONDON,鼠尾草与海盐满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
694cc2985b103b0001abe9b2,20111499,4872609,祖·玛珑,JO MALONE LONDON,英国梨与小苍兰蜡烛-预包装版,200g,美妆护肤-香水香氛-家居香氛,425,399.0,399.0,425,,,9999,True,0,,,fragrance
694cc20e5b103b0001abd10d,20108793,4869870,祖·玛珑,JO MALONE LONDON,鼠尾草与海盐香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc2139cc20b00019bc816,20108791,4869984,祖·玛珑,JO MALONE LONDON,红玫瑰满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
694cc2149cc20b00019bc844,20108795,4870007,祖·玛珑,JO MALONE LONDON,牡丹与胭红麂绒香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc3b15b103b0001df3213,20117093,4878078,祖·玛珑,JO MALONE LONDON,鼠尾草与海盐满室幽香香薰（预包装）,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
6972e7e6891e960001519603,20111497,5039692,祖·玛珑,JO MALONE LONDON,青柠罗勒与柑橘蜡烛-预包装版,200g,美妆护肤-香水香氛-家居香氛,425,399.0,399.0,425,,,9999,True,0,,,fragrance
694cc2269cc20b00019bcae7,20109175,4870322,祖·玛珑,JO MALONE LONDON,蓝风铃香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc3e99cc20b00019c1754,20118250,4879199,祖·玛珑,JO MALONE LONDON,英国橡树与榛子香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,399.0,399.0,425,,,9999,True,0,,,fragrance
694cc26456e4f1000101aa65,20110457,4871576,祖·玛珑,JO MALONE LONDON,车载香熏外壳,111.6g,美妆护肤-香水香氛-家居香氛,278,392.0,392.0,250,,,9999,True,0,,,fragrance
694cc21256e4f10001019f41,20108714,4869977,祖·玛珑,JO MALONE LONDON,黑莓与月桂叶香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc20e5b103b0001abd117,20108796,4869875,祖·玛珑,JO MALONE LONDON,红玫瑰香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc21256e4f10001019f17,20108792,4869966,祖·玛珑,JO MALONE LONDON,英国梨与小苍兰香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,501.0,501.0,425,,,9999,True,0,,,fragrance
694cc2b456e4f1000101b953,20111965,4873174,祖·玛珑,JO MALONE LONDON,黑莓与月桂叶满室幽香香薰,165ml,美妆护肤-香水香氛-家居香氛,593,697.0,697.0,593,,,9999,True,0,,,fragrance
694cc2259cc20b00019bcaad,20109174,4870295,祖·玛珑,JO MALONE LONDON,黑石榴香氛蜡烛,200g,美妆护肤-香水香氛-家居香氛,425,500.0,500.0,425,,,9999,True,0,,,fragrance
694cc3d156e4f1000101eb79,20117870,4878745,梅森马吉拉,Maison Margiela,松间落雪香氛蜡烛,165g,美妆护肤-香水香氛-家居香氛,420,350.0,350.0,420,,,9999,True,0,,,fragrance
694cc30b56e4f1000101c555,20113671,4874841,蒂普提克,DIPTYQUE,车载香氛补充包-圣日尔曼大道34号,2.1g,美妆护肤-香水香氛-家居香氛,380,383.0,383.0,240,,,9999,True,0,,,fragrance
694cc307f52aff00011250df,20113663,4874791,蒂普提克,DIPTYQUE,电子扩香器香氛补充包-橙花,2.1g,美妆护肤-香水香氛-家居香氛,380,349.0,349.0,210,,,9999,True,0,,,fragrance
694cc20e56e4f10001019e22,20108843,4869884,蒂普提克,DIPTYQUE,车载香氛补充包-浆果香,2.1g,美妆护肤-香水香氛-家居香氛,380,349.0,349.0,210,,,9999,True,0,,,fragrance
694cc3b85b103b0001df3354,20117339,4878232,欧舒丹,L'OCCITANE,菁纯修护洗发露,500ml,个护家清-美发护发-洗发,170,169.0,169.0,170,,,9999,True,0,,,shampoo
694cc3e556e4f1000101edf4,20118152,4879123,欧舒丹,L'OCCITANE,草本香强韧丰盈洗发露,500ml,个护家清-美发护发-洗发,170,169.0,169.0,140,,,9999,True,0,,,shampoo
694cc2eb56e4f1000101c026,20113135,4874273,茱莉蔻,JURLIQUE,薰衣草洗发露,300ml,个护家清-美发护发-洗发,112,146.0,146.0,90,,,9999,True,0,,,shampoo
694cc30e9cc20b00019bf588,20113890,4874875,欧舒丹,L'OCCITANE,五合一草本菁纯舒缓去屑洗发露,300ml,个护家清-美发护发-洗发,128,,128.0,100,,,9999,True,0,,,shampoo
694cc27b5b103b0001abe444,20110669,4872041,馥绿德雅,RENE FURTERER,丰盈蓬松强韧洗发水光玻尿酸小粉珠,600ml,个护家清-美发护发-洗发,197,288.0,288.0,140,,,9999,True,0,,,shampoo
694cc3e956e4f1000101eea6,20118607,4879217,欧舒丹,L'OCCITANE,菁纯修护洗发套装,,个护家清-美发护发-洗发,320,490.0,490.0,245,,,9999,True,0,,,shampoo
694cc3bc9cc20b00019c1165,20117349,4878337,欧舒丹,L'OCCITANE,草本香菁纯平衡洗发露,500ml,个护家清-美发护发-洗发,170,169.0,169.0,170,,,9999,True,0,,,shampoo
694cc3b156e4f1000101e6fa,20117179,4878065,馥绿德雅,RENE FURTERER,润泽奢护洗发露,200ml,个护家清-美发护发-洗发,93,138.0,138.0,75,,,9999,True,0,,,shampoo
694cc3e8f52aff00011274fe,20118204,4879194,馥绿德雅,RENE FURTERER,活力强韧洗发露小绿珠,200ml,个护家清-美发护发-洗发,103,158.0,158.0,93,,,9999,True,0,,,shampoo
694cc3d956e4f1000101ed00,20117895,4878933,欧舒丹,L'OCCITANE,草本香强韧丰盈免洗柔顺喷雾,125ml,个护家清-美发护发-洗发,160,,160.0,120,,,9999,True,0,,,shampoo
694cc33256e4f1000101cd54,20114579,4875608,馥绿德雅,RENE FURTERER,活力强韧洗发露控油小绿珠,600ml,个护家清-美发护发-洗发,171,301.0,301.0,139,,,9999,True,0,,,shampoo
698b3a01b25b840001279f64,20163902,5161447,欧舒丹,L'OCCITANE,草本香菁纯平衡洗发套装,,个护家清-美发护发-洗发,310,470.0,470.0,310,,,9999,True,0,,,shampoo
694cc4009cc20b00019c1a5a,20119061,4879656,卡诗,KERASTASE,釉光玫瑰莹润洗发水,250ml,个护家清-美发护发-洗发,157,252.0,252.0,120,,,9999,True,0,,,shampoo
694cc3ce56e4f1000101eb0e,20117709,4878666,艾梵达,Aveda,植愈修护发芯重塑洗发露,200ml,个护家清-美发护发-洗发,225,263.0,263.0,180,,,9999,True,0,,,shampoo
694cc3799cc20b00019c066a,20115952,4876962,卡诗,KERASTASE,焕盈塑芯洗发水,250ml,个护家清-美发护发-洗发,185,242.0,242.0,150,,,9999,True,0,,,shampoo
694cc378f52aff0001126208,20116092,4876936,艾梵达,Aveda,丰盈强韧赋活洗发露,200ml,个护家清-美发护发-洗发,225,263.0,263.0,202,,,9999,True,0,,,shampoo
694cc32956e4f1000101cb46,20114213,4875390,卡诗,KERASTASE,赋源芯丝沁透洗发水,250ml,个护家清-美发护发-洗发,147,242.0,242.0,120,,,9999,True,0,,,shampoo
694cc3269cc20b00019bf9ba,20114235,4875375,卡诗,KERASTASE,赋源芯丝沁透洗发水,500ml,个护家清-美发护发-洗发,214,329.0,329.0,170,,,9999,True,0,,,shampoo
694cc322f52aff000112561a,20114214,4875332,卡诗,KERASTASE,头皮系列根源特护洗发水,250ml,个护家清-美发护发-洗发,185,207.0,207.0,145,,,9999,True,0,,,shampoo
694cc2cd56e4f1000101bbf0,20112509,4873659,卡诗,KERASTASE,头皮系列新双重功能洗发水,500ml,个护家清-美发护发-洗发,280,329.0,329.0,170,,,9999,True,0,,,shampoo
694cc2cd5b103b0001aea8d0,20112508,4873648,卡诗,KERASTASE,男士活力洗发水,250ml,个护家清-美发护发-洗发,185,207.0,207.0,120,,,9999,True,0,,,shampoo
694cc2c35b103b0001aea68e,20112185,4873404,馥绿德雅,RENE FURTERER,固发育发洗发露小白珠,200ml,个护家清-美发护发-洗发,103,155.0,155.0,93,,,9999,True,0,,,shampoo
694cc27656e4f1000101af04,20110823,4871920,卡诗,KERASTASE,头皮系列新双重功能洗发水,250ml,个护家清-美发护发-洗发,185,147.0,147.0,145,,,9999,True,0,,,shampoo
694cc273f52aff000112395e,20110824,4871843,卡诗,KERASTASE,耀光凝色晶透洗发水,250ml,个护家清-美发护发-洗发,185,207.0,207.0,120,,,9999,True,0,,,shampoo
694cc3aff52aff0001126b75,20117180,4878021,馥绿德雅,RENE FURTERER,滋养奢护发膜,200ml,个护家清-美发护发-护发,169,242.0,242.0,135,,,9999,True,0,,,hair
6972e822ab782600011c43bb,20116514,5040056,欧舒丹,L'OCCITANE,草本香菁纯臻萃焕活护发精华油,100ml,个护家清-美发护发-护发,180,166.0,166.0,130,,,9999,True,0,,,hair
694cc3f25b103b0001df4033,20118419,4879435,欧舒丹,L'OCCITANE,草本香强韧丰盈护发素,500ml,个护家清-美发护发-护发,190,189.0,189.0,130,,,9999,True,0,,,hair
694cc3b256e4f1000101e761,20117182,4878105,馥绿德雅,RENE FURTERER, 强韧护发素,150ml,个护家清-美发护发-护发,95,131.0,131.0,76,,,9999,True,0,,,hair
694cc3ec56e4f1000101ef26,20118199,4879273,宝丽,POLA,馥美修护护发素（柔顺型）(540g) ,540g,个护家清-美发护发-护发,190,,190.0,142,,,9999,True,0,,,hair
694cc3bb9cc20b00019c110f,20117336,4878307,欧舒丹,L'OCCITANE,焕活强韧头皮精华（“生机瓶”头皮精华）,50ml,个护家清-美发护发-护发,210,285.0,285.0,210,,,9999,True,0,,,hair
69f1f90a229c800001373954,20187862,5381641,卡诗,KERASTASE,新赋源芯丝头皮防脱精华液,90ml,个护家清-美发护发-护发,410,,410.0,410,,,9999,True,0,,,hair
694cc41c9cc20b00019c1f66,20119334,4880241,欧舒丹,L'OCCITANE,全新【焕新瓶】御龄头皮修护精华,50ml,个护家清-美发护发-护发,245,395.0,395.0,245,,,9999,True,0,,,hair
694cc4055b103b0001df42f0,20119066,4879789,卡诗,KERASTASE,釉光玫瑰奢护焕亮精华霜,250ml,个护家清-美发护发-护发,240,200.0,200.0,160,,,9999,True,0,,,hair
694cc4039cc20b00019c1ac6,20118674,4879729,艾梵达,Aveda,奇迹精萃焕亮精油,50ml,个护家清-美发护发-护发,212,252.0,252.0,180,,,9999,True,0,,,hair
694cc3d59cc20b00019c14f5,20117811,4878851,卡诗,KERASTASE,菁纯亮泽梦幻香氛修护油,75ml,个护家清-美发护发-护发,350,449.0,449.0,350,,,9999,True,0,,,hair
694cc3d056e4f1000101eb3c,20117708,4878707,艾梵达,Aveda,植愈修护发芯重塑奢养发膜,200ml,个护家清-美发护发-护发,421,459.0,459.0,378,,,9999,True,0,,,hair
694cc3cf9cc20b00019c13dc,20117705,4878688,艾梵达,Aveda,植愈修护发芯重塑精华乳,100ml,个护家清-美发护发-护发,259,295.0,295.0,233,,,9999,True,0,,,hair
694cc3c8f52aff0001126f96,20117706,4878526,艾梵达,Aveda,植愈修护发芯重塑护发乳,200ml,个护家清-美发护发-护发,259,295.0,295.0,233,,,9999,True,0,,,hair
694cc3be9cc20b00019c11e1,20117424,4878393,卡诗,KERASTASE,山茶花经典香氛护发油 双瓶装,2件装,个护家清-美发护发-护发,494,,494.0,450,,,9999,True,0,,,hair
694cc3b65b103b0001df3305,20117325,4878198,欧舒丹,L'OCCITANE,菁纯修护护发素,500ml,个护家清-美发护发-护发,190,290.0,290.0,190,,,9999,True,0,,,hair
694cc3a09cc20b00019c0c8b,20116902,4877769,卡诗,KERASTASE,山茶花经典香氛护发油,75ml,个护家清-美发护发-护发,285,497.0,497.0,270,,,9999,True,0,,,hair
694cc3845b103b0001df2cc0,20116243,4877205,欧舒丹,L'OCCITANE,防脱发头皮精华,50ml,个护家清-美发护发-护发,190,320.0,320.0,190,,,9999,True,0,,,hair
694cc383f52aff000112655d,20116425,4877196,欧舒丹,L'OCCITANE,五合一草本香菁纯头皮夜精华,50ml,个护家清-美发护发-护发,180,335.0,335.0,180,,,9999,True,0,,,hair
694cc37756e4f1000101db69,20115953,4876909,卡诗,KERASTASE,焕盈塑芯发膜,200ml,个护家清-美发护发-护发,320,421.0,421.0,320,,,9999,True,0,,,hair
694cc32cf52aff00011256e9,20114602,4875459,卡诗,KERASTASE,赋源芯丝奢护精华霜,200ml,个护家清-美发护发-护发,240,311.0,311.0,210,,,9999,True,0,,,hair
694cc3045b103b0001df1a77,20113601,4874747,艾梵达,Aveda,头皮管理温和净化啫喱,150ml,个护家清-美发护发-护发,259,222.0,222.0,233,,,9999,True,0,,,hair
